Suburb,Rooms,Type,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price
Chadstone,3,h,PI,17/09/2016,13.6,3148,4,2,2,515,,,-37.8837,145.106,Southern Metropolitan,3582,920000
Chadstone,3,h,S,18/03/2017,13.6,3148,3,1,2,620,88,1970,-37.8812,145.105,Southern Metropolitan,3582,1301000
Chadstone,4,h,S,22/05/2016,13.6,3148,3,2,1,1033,164,1950,-37.8738,145.1095,Southern Metropolitan,3582,1415500
Chadstone,2,h,S,24/09/2016,13.6,3148,2,1,1,842,,1972,-37.8859,145.0979,Southern Metropolitan,3582,705000
Chadstone,4,h,S,25/02/2017,13.6,3148,4,2,2,500,277,2001,-37.8845,145.1027,Southern Metropolitan,3582,1260000
Chadstone,3,h,S,27/11/2016,13.6,3148,3,1,1,705,,,-37.8746,145.1071,Southern Metropolitan,3582,1460000
Chadstone,3,h,SP,27/11/2016,13.6,3148,3,1,2,630,105,1960,-37.8838,145.102,Southern Metropolitan,3582,1000000
Chadstone,3,t,S,28/05/2016,13.6,3148,3,2,1,177,111,2012,-37.8824,145.1042,Southern Metropolitan,3582,845000
Chadstone,4,t,S,28/08/2016,13.6,3148,3,2,1,188,137,2014,-37.8781,145.0955,Southern Metropolitan,3582,881000
Clifton Hill,3,h,S,3/9/2016,3.4,3068,3,2,0,187,,,-37.7902,144.9894,Northern Metropolitan,2954,1270000
Clifton Hill,2,h,S,4/6/2016,3.4,3068,2,1,1,155,85,1880,-37.7934,144.9922,Northern Metropolitan,2954,780000
Clifton Hill,3,h,S,7/11/2016,3.4,3068,3,1,0,193,98,1900,-37.7899,144.9984,Northern Metropolitan,2954,1060000
Clifton Hill,3,t,S,7/11/2016,3.4,3068,3,2,1,124,116,2000,-37.7934,144.9923,Northern Metropolitan,2954,930000
Clifton Hill,2,h,S,8/10/2016,3.4,3068,2,1,0,180,,,-37.7898,144.9903,Northern Metropolitan,2954,1420000
Clifton Hill,2,h,S,8/10/2016,3.4,3068,2,1,1,174,85,1890,-37.7928,144.9987,Northern Metropolitan,2954,1075000
Clifton Hill,2,h,S,8/10/2016,3.4,3068,2,1,1,185,84,1910,-37.7927,144.9981,Northern Metropolitan,2954,1105000
Clifton Hill,2,h,S,8/10/2016,3.4,3068,2,1,1,140,97,1910,-37.7919,144.9884,Northern Metropolitan,2954,1209000
Clifton Hill,4,h,S,10/9/2016,3.4,3068,4,3,2,382,250,1903,-37.7897,144.9992,Northern Metropolitan,2954,3010000
Clifton Hill,2,h,S,10/9/2016,3.4,3068,2,1,2,239,96,1900,-37.7918,144.997,Northern Metropolitan,2954,1435000
Clifton Hill,2,h,SP,10/12/2016,3.4,3068,2,1,0,197,,,-37.7924,145.0002,Northern Metropolitan,2954,1417000
Clifton Hill,2,h,S,10/12/2016,3.4,3068,2,1,0,164,99,1890,-37.7912,144.9967,Northern Metropolitan,2954,1290000
Clifton Hill,3,h,S,12/11/2016,3.4,3068,3,2,0,0,,,-37.7917,144.9902,Northern Metropolitan,2954,1226000
Clifton Hill,2,u,S,13/08/2016,3.4,3068,2,1,1,515,50,1970,-37.7875,145.0049,Northern Metropolitan,2954,495000
Clifton Hill,1,u,VB,13/08/2016,3.4,3068,1,1,1,0,,,-37.7873,144.9958,Northern Metropolitan,2954,325000
Clifton Hill,3,h,S,13/08/2016,3.4,3068,3,2,1,176,135,1890,-37.7921,144.9898,Northern Metropolitan,2954,1370000
Clifton Hill,2,h,S,15/10/2016,3.4,3068,2,1,2,251,,,-37.787,144.9988,Northern Metropolitan,2954,1620000
Clifton Hill,3,h,SP,16/07/2016,3.4,3068,3,3,1,142,,1995,-37.7928,145.0021,Northern Metropolitan,2954,1180000
Clifton Hill,2,h,S,17/09/2016,3.4,3068,2,1,0,219,,,-37.7882,144.9984,Northern Metropolitan,2954,1405000
Clifton Hill,2,h,VB,18/03/2017,3.4,3068,2,1,0,100,,,-37.7923,144.9858,Northern Metropolitan,2954,880000
Clifton Hill,2,h,VB,18/03/2017,3.4,3068,2,1,0,156,107,1890,-37.7892,144.9999,Northern Metropolitan,2954,1450000
Clifton Hill,2,h,S,18/03/2017,3.4,3068,2,1,0,170,,,-37.7936,144.995,Northern Metropolitan,2954,856000
Clifton Hill,2,u,S,18/06/2016,3.4,3068,2,2,2,0,136,2005,-37.7937,144.9983,Northern Metropolitan,2954,885500
Clifton Hill,3,h,S,19/11/2016,3.4,3068,3,2,1,201,,,-37.7884,145,Northern Metropolitan,2954,1680000
Clifton Hill,2,h,S,22/05/2016,3.4,3068,2,1,1,103,,,-37.7898,144.9957,Northern Metropolitan,2954,730000
Clifton Hill,3,t,SP,24/09/2016,3.4,3068,3,3,1,67,119,2010,-37.7946,144.9989,Northern Metropolitan,2954,825000
Clifton Hill,2,u,SP,24/09/2016,3.4,3068,2,1,1,0,,1970,-37.7931,144.9938,Northern Metropolitan,2954,533000
Clifton Hill,2,h,S,25/02/2017,3.4,3068,2,1,0,151,,1910,-37.7912,144.9963,Northern Metropolitan,2954,1430000
Clifton Hill,4,h,S,25/02/2017,3.4,3068,4,2,0,162,169,1995,-37.7885,144.9994,Northern Metropolitan,2954,1506000
Clifton Hill,3,h,VB,26/07/2016,3.4,3068,3,1,1,169,,,-37.7925,144.9877,Northern Metropolitan,2954,1150000
Clifton Hill,3,h,S,27/06/2016,3.4,3068,3,1,0,118,118,1880,-37.7921,144.9858,Northern Metropolitan,2954,1360000
Clifton Hill,2,t,VB,28/08/2016,3.4,3068,2,1,1,0,,,-37.7873,144.9961,Northern Metropolitan,2954,640000
Coburg,2,h,SP,3/9/2016,7.8,3058,2,1,1,371,93,1930,-37.735,144.9589,Northern Metropolitan,11204,850000
Coburg,3,h,S,3/9/2016,7.8,3058,2,1,1,286,110,1890,-37.7427,144.952,Northern Metropolitan,11204,784000
Coburg,3,h,S,3/12/2016,7.8,3058,3,1,0,702,108,1950,-37.7391,144.9812,Northern Metropolitan,11204,680000
Coburg,4,h,S,3/12/2016,7.8,3058,4,1,2,596,,,-37.7456,144.9696,Northern Metropolitan,11204,1221000
Coburg,2,t,S,3/12/2016,7.8,3058,2,2,1,0,176,2010,-37.7546,144.9713,Northern Metropolitan,11204,807000
Coburg,3,h,S,3/12/2016,7.8,3058,3,1,2,371,,,-37.7435,144.9507,Northern Metropolitan,11204,790000
Coburg,4,h,S,3/12/2016,7.8,3058,4,2,1,295,,,-37.7374,144.9617,Northern Metropolitan,11204,955000
Coburg,3,h,PI,4/2/2016,7.8,3058,3,1,2,142,123,2005,-37.7382,144.973,Northern Metropolitan,11204,675000
Coburg,3,h,S,4/3/2017,7.8,3058,3,2,1,278,278,,-37.7494,144.9686,Northern Metropolitan,11204,1010000
Coburg,3,h,S,4/3/2017,7.8,3058,3,2,2,423,140,1940,-37.7493,144.9559,Northern Metropolitan,11204,1202000
Coburg,3,h,S,4/3/2017,7.8,3058,3,1,1,233,180,1890,-37.7549,144.9611,Northern Metropolitan,11204,1370000
Coburg,2,h,S,4/3/2017,7.8,3058,2,1,1,0,,,-37.7358,144.9801,Northern Metropolitan,11204,550000
Coburg,3,h,VB,4/3/2017,7.8,3058,3,2,3,370,110,1920,-37.744,144.9501,Northern Metropolitan,11204,1000000
Coburg,3,h,S,4/3/2017,7.8,3058,3,1,2,386,,,-37.7364,144.96,Northern Metropolitan,11204,935500
Coburg,8,u,PI,4/3/2017,7.8,3058,4,2,4,983,,,-37.7517,144.9699,Northern Metropolitan,11204,2250000
Coburg,4,h,PI,4/6/2016,7.8,3058,3,1,1,536,164,1910,-37.7555,144.9658,Northern Metropolitan,11204,145000
Coburg,4,h,S,4/6/2016,7.8,3058,3,2,1,439,,,-37.7363,144.9507,Northern Metropolitan,11204,905000
Coburg,3,h,S,4/6/2016,7.8,3058,3,1,1,283,109,1915,-37.7416,144.9582,Northern Metropolitan,11204,860000
Coburg,2,h,S,6/8/2016,7.8,3058,2,1,1,170,101,1890,-37.7508,144.9608,Northern Metropolitan,11204,953000
Coburg,2,h,SP,6/8/2016,7.8,3058,2,1,1,280,93,1900,-37.7429,144.952,Northern Metropolitan,11204,735000
Coburg,3,t,PI,7/5/2016,7.8,3058,3,2,2,0,168,,-37.7372,144.9764,Northern Metropolitan,11204,550000
Coburg,3,h,VB,7/5/2016,7.8,3058,3,1,1,576,,,-37.7432,144.9474,Northern Metropolitan,11204,1100000
Coburg,3,h,S,7/11/2016,7.8,3058,3,1,1,372,125,1920,-37.735,144.9581,Northern Metropolitan,11204,947000
Coburg,2,u,SP,7/11/2016,7.8,3058,2,1,1,0,74,1970,-37.7405,144.9644,Northern Metropolitan,11204,500000
Coburg,3,t,S,7/11/2016,7.8,3058,3,2,2,263,,2008,-37.7546,144.9713,Northern Metropolitan,11204,865000
Coburg,2,u,S,8/10/2016,7.8,3058,2,1,1,0,62,1980,-37.7527,144.9522,Northern Metropolitan,11204,466000
Coburg,3,t,VB,8/10/2016,7.8,3058,3,2,1,255,164,2014,-37.7546,144.9713,Northern Metropolitan,11204,740000
Coburg,3,h,S,8/10/2016,7.8,3058,3,1,1,370,130,1930,-37.7561,144.9718,Northern Metropolitan,11204,812000
Coburg,3,h,S,8/10/2016,7.8,3058,3,1,0,378,124,1930,-37.7561,144.9716,Northern Metropolitan,11204,766000
Coburg,3,h,S,8/10/2016,7.8,3058,2,1,1,374,118,1910,-37.7561,144.9715,Northern Metropolitan,11204,825000
Coburg,4,h,S,8/10/2016,7.8,3058,4,2,2,494,300,2001,-37.7359,144.9711,Northern Metropolitan,11204,1131000
Coburg,3,h,SP,8/10/2016,7.8,3058,3,2,1,417,178,1940,-37.7478,144.9583,Northern Metropolitan,11204,1064000
Coburg,2,t,PI,8/10/2016,7.8,3058,2,2,1,114,,,-37.7466,144.9482,Northern Metropolitan,11204,610000
Coburg,3,h,S,10/9/2016,7.8,3058,3,1,1,379,125,1925,-37.7544,144.9764,Northern Metropolitan,11204,1210000
Coburg,2,u,S,10/9/2016,7.8,3058,2,1,1,0,80,1965,-37.7405,144.9644,Northern Metropolitan,11204,434000
Coburg,2,u,SP,10/9/2016,7.8,3058,2,1,1,129,107,2012,-37.7422,144.9606,Northern Metropolitan,11204,653000
Coburg,3,t,S,10/12/2016,7.8,3058,3,1,2,119,109,1995,-37.7403,144.9491,Northern Metropolitan,11204,640000
Coburg,2,h,S,10/12/2016,7.8,3058,2,1,1,597,,1960,-37.7402,144.9807,Northern Metropolitan,11204,820000
Coburg,4,h,S,10/12/2016,7.8,3058,4,1,2,613,,,-37.7433,144.9762,Northern Metropolitan,11204,1250000
Coburg,5,h,S,10/12/2016,7.8,3058,5,3,2,390,,,-37.7376,144.9726,Northern Metropolitan,11204,1335000
Coburg,6,h,VB,10/12/2016,7.8,3058,6,2,2,1060,,,-37.7523,144.9725,Northern Metropolitan,11204,1900000
Coburg,3,h,S,12/11/2016,7.8,3058,3,1,1,464,,,-37.753,144.9485,Northern Metropolitan,11204,1090000
Coburg,3,h,SP,12/11/2016,7.8,3058,3,1,2,735,127,1920,-37.7379,144.9623,Northern Metropolitan,11204,1130000
Coburg,4,h,S,12/11/2016,7.8,3058,4,2,2,480,,,-37.7402,144.9607,Northern Metropolitan,11204,1145000
Coburg,2,t,SP,13/08/2016,7.8,3058,2,1,2,138,,,-37.7427,144.9711,Northern Metropolitan,11204,657000
Coburg,3,h,S,14/05/2016,7.8,3058,3,2,1,107,110,1994,-37.7517,144.963,Northern Metropolitan,11204,763000
Coburg,2,h,S,15/10/2016,7.8,3058,2,1,1,253,94,1910,-37.7484,144.9521,Northern Metropolitan,11204,903000
Coburg,3,h,S,15/10/2016,7.8,3058,3,1,1,431,117,1970,-37.75,144.9695,Northern Metropolitan,11204,1000000
Coburg,4,h,SP,15/10/2016,7.8,3058,3,2,4,482,256,2006,-37.7529,144.9534,Northern Metropolitan,11204,1742000
Coburg,4,h,S,16/04/2016,7.8,3058,4,1,1,452,125,1925,-37.7525,144.948,Northern Metropolitan,11204,865000
Coburg,2,u,VB,16/04/2016,7.8,3058,2,2,1,0,96,1880,-37.7367,144.9701,Northern Metropolitan,11204,485000
Coburg,3,h,S,16/07/2016,7.8,3058,3,2,3,405,156,1930,-37.7464,144.959,Northern Metropolitan,11204,1278000
Coburg,3,t,VB,17/09/2016,7.8,3058,3,2,2,0,109,2013,-37.7458,144.9751,Northern Metropolitan,11204,590000
Coburg,4,h,SP,17/09/2016,7.8,3058,4,2,1,381,,1938,-37.7337,144.9548,Northern Metropolitan,11204,1000000
Coburg,3,t,PI,17/09/2016,7.8,3058,3,2,2,0,168,,-37.7372,144.9764,Northern Metropolitan,11204,590000
Coburg,3,h,S,17/09/2016,7.8,3058,3,1,1,404,,,-37.7504,144.9537,Northern Metropolitan,11204,1030000
Coburg,4,h,S,18/03/2017,7.8,3058,4,3,1,420,146,1920,-37.7501,144.962,Northern Metropolitan,11204,1136000
Coburg,2,t,S,18/03/2017,7.8,3058,2,1,1,97,95,2014,-37.7516,144.9623,Northern Metropolitan,11204,635000
Coburg,3,h,S,18/03/2017,7.8,3058,3,1,1,527,,,-37.7359,144.9502,Northern Metropolitan,11204,1061000
Coburg,4,h,S,18/03/2017,7.8,3058,4,1,2,370,,,-37.7431,144.956,Northern Metropolitan,11204,1155000
Coburg,4,h,PI,18/06/2016,7.8,3058,3,2,2,312,,,-37.7362,144.9714,Northern Metropolitan,11204,650000
Coburg,3,h,S,18/06/2016,7.8,3058,3,2,2,435,,,-37.7477,144.9483,Northern Metropolitan,11204,1286000
Coburg,3,h,S,18/06/2016,7.8,3058,3,1,2,255,,1920,-37.7493,144.9701,Northern Metropolitan,11204,885000
Coburg,4,h,PI,18/06/2016,7.8,3058,4,2,5,371,,1888,-37.7436,144.962,Northern Metropolitan,11204,1160000
Coburg,4,h,S,18/06/2016,7.8,3058,4,1,1,856,189,1970,-37.7432,144.9481,Northern Metropolitan,11204,1400000
Coburg,2,u,SP,18/06/2016,7.8,3058,2,2,1,0,,,-37.7379,144.9683,Northern Metropolitan,11204,470000
Coburg,3,h,S,19/11/2016,7.8,3058,3,2,0,407,230,1930,-37.7471,144.9579,Northern Metropolitan,11204,1260000
Coburg,2,h,SP,19/11/2016,7.8,3058,2,1,0,157,,,-37.7464,144.9676,Northern Metropolitan,11204,920000
Coburg,3,h,S,19/11/2016,7.8,3058,3,1,3,385,98,1920,-37.734,144.9603,Northern Metropolitan,11204,841000
Coburg,2,u,S,19/11/2016,7.8,3058,2,1,1,0,73,1975,-37.7435,144.9563,Northern Metropolitan,11204,537500
Coburg,2,h,S,22/08/2016,7.8,3058,2,1,2,520,,,-37.7543,144.9717,Northern Metropolitan,11204,1130000
Coburg,2,t,S,22/08/2016,7.8,3058,2,1,1,108,100,2007,-37.7379,144.9617,Northern Metropolitan,11204,598000
Coburg,3,h,S,22/08/2016,7.8,3058,3,2,1,293,180,2006,-37.7481,144.9663,Northern Metropolitan,11204,1120000
Coburg,3,h,S,22/08/2016,7.8,3058,3,1,1,371,100,1980,-37.735,144.9558,Northern Metropolitan,11204,870000
Coburg,3,h,PI,23/04/2016,7.8,3058,2,1,2,462,72,1920,-37.7448,144.9478,Northern Metropolitan,11204,680000
Coburg,1,h,S,23/04/2016,7.8,3058,1,1,1,108,,,-37.7554,144.9648,Northern Metropolitan,11204,482500
Coburg,3,h,S,23/04/2016,7.8,3058,3,1,2,577,131,1920,-37.7459,144.9773,Northern Metropolitan,11204,825000
Coburg,3,h,S,23/04/2016,7.8,3058,3,1,0,238,131,1900,-37.7539,144.9612,Northern Metropolitan,11204,725000
Coburg,4,h,VB,23/04/2016,7.8,3058,4,3,1,515,249,1900,-37.7537,144.9766,Northern Metropolitan,11204,1250000
Coburg,2,h,S,24/09/2016,7.8,3058,2,1,3,457,89,1940,-37.7505,144.9725,Northern Metropolitan,11204,1008000
Coburg,2,t,S,24/09/2016,7.8,3058,2,2,1,76,,,-37.7474,144.9621,Northern Metropolitan,11204,599000
Coburg,2,h,S,24/09/2016,7.8,3058,2,1,1,483,,,-37.7509,144.9696,Northern Metropolitan,11204,860000
Coburg,4,h,SP,24/09/2016,7.8,3058,4,1,1,488,142,1930,-37.7537,144.9532,Northern Metropolitan,11204,990000
Coburg,2,u,S,24/09/2016,7.8,3058,2,1,1,0,72,1970,-37.752,144.954,Northern Metropolitan,11204,451000
Coburg,2,h,S,25/02/2017,7.8,3058,2,2,3,339,149,1920,-37.7404,144.9559,Northern Metropolitan,11204,635000
Coburg,5,h,PI,25/02/2017,7.8,3058,5,2,4,381,286,1985,-37.7492,144.969,Northern Metropolitan,11204,1020000
Coburg,3,h,S,25/02/2017,7.8,3058,3,1,1,169,,,-37.7494,144.9681,Northern Metropolitan,11204,967000
Coburg,3,h,VB,25/02/2017,7.8,3058,3,1,3,336,112,1950,-37.7408,144.9558,Northern Metropolitan,11204,1025000
Coburg,3,h,SP,25/02/2017,7.8,3058,3,1,1,138,102,2000,-37.7406,144.9555,Northern Metropolitan,11204,700000
Coburg,3,h,S,25/02/2017,7.8,3058,3,1,3,206,80,1945,-37.7382,144.9563,Northern Metropolitan,11204,1130000
Coburg,3,h,SA,25/02/2017,7.8,3058,3,1,2,385,,,-37.7376,144.9638,Northern Metropolitan,11204,835000
Coburg,4,h,S,25/02/2017,7.8,3058,4,1,4,531,187,1925,-37.7473,144.9528,Northern Metropolitan,11204,1075000
Coburg,3,h,S,25/02/2017,7.8,3058,3,1,1,221,,1980,-37.748,144.9603,Northern Metropolitan,11204,845000
Coburg,3,t,S,25/02/2017,7.8,3058,3,1,1,102,95,1976,-37.736,144.9665,Northern Metropolitan,11204,600000
Coburg,4,h,S,25/02/2017,7.8,3058,4,2,2,571,,,-37.7535,144.9779,Northern Metropolitan,11204,1461000
Coburg,4,h,PI,26/07/2016,7.8,3058,4,2,2,43,205,1930,-37.7456,144.9469,Northern Metropolitan,11204,1150000
Coburg,2,u,S,27/06/2016,7.8,3058,2,1,2,0,70,1970,-37.7474,144.9608,Northern Metropolitan,11204,515000
Coburg,3,h,PI,27/06/2016,7.8,3058,4,1,2,408,,1970,-37.7366,144.9564,Northern Metropolitan,11204,770000
Coburg,2,h,S,27/06/2016,7.8,3058,2,1,1,500,69,1975,-37.747,144.9515,Northern Metropolitan,11204,472000
Coburg,2,h,S,27/06/2016,7.8,3058,2,1,1,545,107,1940,-37.7445,144.9471,Northern Metropolitan,11204,901000
Coburg,2,h,S,27/06/2016,7.8,3058,2,1,0,167,,,-37.7477,144.9647,Northern Metropolitan,11204,642000
Coburg,2,h,S,27/06/2016,7.8,3058,2,1,1,0,13,1969,-37.7519,144.9721,Northern Metropolitan,11204,605000
Coburg,3,t,S,27/11/2016,7.8,3058,3,1,1,116,140,1995,-37.7454,144.9487,Northern Metropolitan,11204,687000
Coburg,4,h,PI,27/11/2016,7.8,3058,4,2,2,307,203,1996,-37.748,144.9602,Northern Metropolitan,11204,975000
Coburg,3,h,S,27/11/2016,7.8,3058,3,1,1,309,,1880,-37.7434,144.9697,Northern Metropolitan,11204,985000
Coburg,3,h,S,27/11/2016,7.8,3058,3,1,1,459,,,-37.7388,144.9529,Northern Metropolitan,11204,835000
Coburg,3,h,SP,27/11/2016,7.8,3058,3,2,0,342,,,-37.743,144.956,Northern Metropolitan,11204,951000
Coburg,3,h,S,28/05/2016,7.8,3058,3,1,1,563,130,1930,-37.7493,144.978,Northern Metropolitan,11204,1370000
Coburg,2,h,VB,28/05/2016,7.8,3058,2,1,2,381,92,1925,-37.74,144.9516,Northern Metropolitan,11204,700000
Coburg,3,t,S,28/05/2016,7.8,3058,3,2,1,213,131,2010,-37.7461,144.9584,Northern Metropolitan,11204,810000
Coburg,2,u,SP,28/05/2016,7.8,3058,2,1,1,0,,2007,-37.7336,144.9597,Northern Metropolitan,11204,445000
Coburg,4,h,S,28/05/2016,7.8,3058,4,1,1,576,147,1960,-37.7369,144.9637,Northern Metropolitan,11204,838000
Coburg,2,h,S,28/05/2016,7.8,3058,2,1,1,370,,,-37.7489,144.9598,Northern Metropolitan,11204,810000
Coburg,4,h,PI,28/05/2016,7.8,3058,4,1,2,633,164,1990,-37.7531,144.9504,Northern Metropolitan,11204,1150000
Coburg,4,h,SP,28/05/2016,7.8,3058,3,1,1,412,160,1920,-37.7432,144.9768,Northern Metropolitan,11204,931000
Coburg,1,u,S,28/08/2016,7.8,3058,1,1,1,0,62,1976,-37.7463,144.9635,Northern Metropolitan,11204,241000
Coburg,4,h,S,28/08/2016,7.8,3058,3,2,2,394,,,-37.7534,144.9679,Northern Metropolitan,11204,1331000
Coburg,1,h,SP,28/08/2016,7.8,3058,1,2,0,807,1,,-37.7373,144.9825,Northern Metropolitan,11204,1007000
Coburg,2,h,S,28/08/2016,7.8,3058,2,1,1,263,114,1910,-37.7493,144.97,Northern Metropolitan,11204,981000
Coburg,2,t,S,28/08/2016,7.8,3058,2,1,1,0,86,1900,-37.7367,144.9701,Northern Metropolitan,11204,570000
Coburg,2,h,S,28/08/2016,7.8,3058,2,1,1,113,70,1970,-37.7424,144.961,Northern Metropolitan,11204,500000
Coburg,3,h,PI,30/07/2016,7.8,3058,3,2,0,559,,,-37.7384,144.9617,Northern Metropolitan,11204,830000
Coburg,3,h,S,30/07/2016,7.8,3058,2,1,2,537,,,-37.7443,144.9494,Northern Metropolitan,11204,1194500
Coburg,2,u,S,30/07/2016,7.8,3058,2,2,1,0,,,-37.7363,144.9723,Northern Metropolitan,11204,425000
Coburg,2,h,SP,30/07/2016,7.8,3058,2,1,1,702,,,-37.7517,144.9795,Northern Metropolitan,11204,645000
Coburg North,4,h,S,3/12/2016,9.2,3058,4,2,2,661,,,-37.7246,144.9828,Northern Metropolitan,3445,895000
Coburg North,3,h,SP,3/12/2016,9.2,3058,3,1,0,404,98,1950,-37.7305,144.9803,Northern Metropolitan,3445,655000
Coburg North,3,t,S,4/3/2017,9.2,3058,3,1,1,178,120,2012,-37.7297,144.9645,Northern Metropolitan,3445,631000
Coburg North,2,t,S,4/3/2017,9.2,3058,2,1,1,145,105,2010,-37.7295,144.9641,Northern Metropolitan,3445,600000
Coburg North,4,h,SP,4/3/2017,9.2,3058,4,1,3,498,,,-37.7329,144.9721,Northern Metropolitan,3445,820000
Coburg North,3,h,SP,4/3/2017,9.2,3058,3,2,2,173,120,2010,-37.7308,144.9832,Northern Metropolitan,3445,715000
Coburg North,3,h,SP,4/3/2017,9.2,3058,3,1,1,427,,,-37.7303,144.9773,Northern Metropolitan,3445,735000
Coburg North,3,h,S,4/6/2016,9.2,3058,3,1,2,565,115,1950,-37.7283,144.969,Northern Metropolitan,3445,864000
Coburg North,3,h,S,7/5/2016,9.2,3058,3,1,2,626,108,1950,-37.7201,144.9696,Northern Metropolitan,3445,700000
Coburg North,4,h,SP,7/11/2016,9.2,3058,4,2,2,302,,,-37.7271,144.9842,Northern Metropolitan,3445,735000
Coburg North,2,t,S,7/11/2016,9.2,3058,2,1,1,0,86,2008,-37.721,144.9527,Northern Metropolitan,3445,591000
Coburg North,3,h,S,8/10/2016,9.2,3058,2,1,3,586,145,1950,-37.7205,144.9659,Northern Metropolitan,3445,860000
Coburg North,2,h,S,8/10/2016,9.2,3058,2,1,2,563,116,1925,-37.723,144.96,Northern Metropolitan,3445,765000
Coburg North,3,h,S,10/9/2016,9.2,3058,3,1,2,104,138,2014,-37.7307,144.9826,Northern Metropolitan,3445,625000
Coburg North,2,h,SP,10/12/2016,9.2,3058,2,1,3,526,90,1940,-37.732,144.9832,Northern Metropolitan,3445,745000
Coburg North,4,h,PI,10/12/2016,9.2,3058,4,3,2,501,258,2016,-37.7266,144.9823,Northern Metropolitan,3445,1050000
Coburg North,3,h,S,11/3/2017,9.2,3058,3,1,3,576,,,-37.7269,144.9654,Northern Metropolitan,3445,782000
Coburg North,2,h,S,12/11/2016,9.2,3058,2,1,2,833,107,1960,-37.7297,144.9654,Northern Metropolitan,3445,935000
Coburg North,4,h,S,12/11/2016,9.2,3058,4,1,2,590,,1950,-37.7197,144.9585,Northern Metropolitan,3445,1009000
Coburg North,2,h,SP,12/11/2016,9.2,3058,2,1,4,629,120,1960,-37.7276,144.9688,Northern Metropolitan,3445,820000
Coburg North,3,h,S,12/11/2016,9.2,3058,3,1,2,307,96,1950,-37.7215,144.9533,Northern Metropolitan,3445,780000
Coburg North,3,h,S,13/08/2016,9.2,3058,3,2,3,556,129,1950,-37.7305,144.9605,Northern Metropolitan,3445,707000
Coburg North,3,h,S,15/10/2016,9.2,3058,3,1,1,367,,,-37.728,144.963,Northern Metropolitan,3445,772000
Coburg North,3,h,S,18/03/2017,9.2,3058,3,1,3,473,,,-37.7316,144.9789,Northern Metropolitan,3445,745000
Coburg North,2,u,S,18/03/2017,9.2,3058,2,1,1,168,,1970,-37.73,144.9629,Northern Metropolitan,3445,532500
Coburg North,3,h,S,18/03/2017,9.2,3058,3,2,2,310,,,-37.7305,144.9809,Northern Metropolitan,3445,750000
Coburg North,3,h,S,18/06/2016,9.2,3058,3,2,2,376,,,-37.7295,144.982,Northern Metropolitan,3445,815000
Coburg North,3,h,S,18/06/2016,9.2,3058,3,1,4,498,97,1950,-37.7323,144.9833,Northern Metropolitan,3445,637000
Coburg North,4,h,S,18/06/2016,9.2,3058,4,2,2,298,231,2013,-37.7308,144.9836,Northern Metropolitan,3445,950000
Coburg North,3,h,S,18/06/2016,9.2,3058,3,1,2,677,,,-37.7297,144.9648,Northern Metropolitan,3445,780000
Coburg North,3,h,PI,19/11/2016,9.2,3058,3,2,3,472,134,1970,-37.734,144.9728,Northern Metropolitan,3445,860000
Coburg North,5,h,S,19/11/2016,9.2,3058,5,3,2,425,37,2014,-37.7302,144.9816,Northern Metropolitan,3445,1172000
Coburg North,2,h,S,22/08/2016,9.2,3058,2,1,1,332,,,-37.7187,144.9564,Northern Metropolitan,3445,530000
Coburg North,2,t,S,23/04/2016,9.2,3058,2,2,2,186,,,-37.7263,144.9843,Northern Metropolitan,3445,570000
Coburg North,3,h,S,24/09/2016,9.2,3058,4,1,1,973,,,-37.7284,144.9843,Northern Metropolitan,3445,2000000
Coburg North,3,h,SP,25/02/2017,9.2,3058,3,1,1,407,95,1930,-37.7351,144.9833,Northern Metropolitan,3445,650000
Coburg North,4,h,SP,26/07/2016,9.2,3058,4,2,1,320,131,1950,-37.7242,144.9612,Northern Metropolitan,3445,792000
Coburg North,3,h,S,26/07/2016,9.2,3058,3,1,2,499,105,1970,-37.7236,144.9576,Northern Metropolitan,3445,720000
Coburg North,3,h,S,27/11/2016,9.2,3058,3,1,2,575,129,1960,-37.7307,144.9704,Northern Metropolitan,3445,970000
Collingwood,2,t,S,3/9/2016,1.6,3066,2,1,1,115,,,-37.7968,144.9891,Northern Metropolitan,4553,750000
Collingwood,2,h,S,3/9/2016,1.6,3066,2,1,1,178,70,1900,-37.7974,144.9915,Northern Metropolitan,4553,890000
Collingwood,2,u,S,3/9/2016,1.6,3066,2,1,1,0,129,1900,-37.8042,144.9845,Northern Metropolitan,4553,1260000
Collingwood,2,u,S,3/9/2016,1.6,3066,2,1,1,2886,122,1830,-37.8042,144.9845,Northern Metropolitan,4553,855000
Collingwood,3,h,S,3/12/2016,1.6,3066,3,1,0,167,,1900,-37.7962,144.9866,Northern Metropolitan,4553,1260000
Collingwood,2,h,S,4/3/2017,1.6,3066,2,2,1,0,,,-37.7969,144.9885,Northern Metropolitan,4553,1320000
Collingwood,2,h,S,4/3/2017,1.6,3066,2,1,0,231,,,-37.7969,144.9905,Northern Metropolitan,4553,1430000
Collingwood,3,t,SP,4/3/2017,1.6,3066,3,2,2,0,151,2000,-37.8083,144.9908,Northern Metropolitan,4553,1125000
